full_text,cleaned-texts,stemmed-texts,tokenized-texts,pre-process,sentiment_score,sentiment
"MARI CIPTAKAN PEMILU 2024 Yang Aman, Damai, Sejuk dan Kondusif . Pastikan Mencoblos Surat Suara Dengan Benar . Golput Bukan Solusi Ayo Memilih !! . #polresbanjarbaru #humaspolresbanjarbaru #sdm_polresbjb #bagopspolresbnjarbaru #binmasbjb #unit_lantas_polsek_cempaka https://t.co/mGDZmjCHQg",mari ciptakan pemilu 2024 yang aman  damai  sejuk dan kondusif   pastikan mencoblos surat suara dengan benar   golput bukan solusi ayo memilih       polresbanjarbaru  humaspolresbanjarbaru  sdm polresbjb  bagopspolresbnjarbaru  binmasbjb  unit lantas polsek cempaka https   t co mgdzmjchqg,mari cipta milu 2024 yang aman damai sejuk dan kondusif pasti coblos surat suara dengan benar golput bukan solusi ayo pilih polresbanjarbaru humaspolresbanjarbaru sdm polresbjb bagopspolresbnjarbaru binmasbjb unit lantas polsek cempaka https t co mgdzmjchqg,,mari cipta milu 2024 yang aman damai sejuk dan kondusif pasti coblos surat suara dengan benar golput bukan solusi ayo pilih polresbanjarbaru humaspolresbanjarbaru sdm polresbjb bagopspolresbnjarbaru binmasbjb unit lantas polsek cempaka https t co mgdzmjchqg,1,Positif
"Smg masyrakat tetap cerdas dan objektif, memilih bukan karena melihat popularitas. 2024 merupakan pemilu yg menghasilkan cara-cara kotor demi sebuah kekuasaan &amp  tercapainya kepentingan oligarki. Dosen civitas akademik sudah mulai bersuara, mahasiswa sudah banyak yg bergerak.",smg masyrakat tetap cerdas dan objektif  memilih bukan karena melihat popularitas  2024 merupakan pemilu yg menghasilkan cara cara kotor demi sebuah kekuasaan  amp  tercapainya kepentingan oligarki  dosen civitas akademik sudah mulai bersuara  mahasiswa sudah banyak yg bergerak ,smg masyrakat tetap cerdas dan objektif pilih bukan karena lihat popularitas 2024 rupa milu yg hasil cara cara kotor demi buah kuasa amp capa penting oligarki dosen civitas akademik sudah mulai suara mahasiswa sudah banyak yg gerak,,smg masyrakat tetap cerdas dan objektif pilih bukan karena lihat popularitas 2024 rupa milu yg hasil cara cara kotor demi buah kuasa amp capa penting oligarki dosen civitas akademik sudah mulai suara mahasiswa sudah banyak yg gerak,4,Positif
"NeNetralitas ASN, TNI, BIN, dan Polri menjadi kunci utama untuk memastikan proses demokrasi yang adil dan bebas dari intervensi politik. Mari bersama-sama menjaga integritas pemilu demi masa depan yang lebih baik. #PemiluAdil #pemiluaman #PemiluDamai https://t.co/FqBPi6uq5T",neNetralitas asn  tni  bin  dan polri menjadi kunci utama untuk memastikan proses demokrasi yang adil dan bebas dari intervensi politik  mari bersama sama menjaga integritas pemilu demi masa depan yang lebih baik   pemiluadil  pemiluaman  pemiludamai https   t co fqbpi6uq5t,neNetralitas asn tni bin dan polri jadi kunci utama untuk pasti proses demokrasi yang adil dan bebas dari intervensi politik mari sama sama jaga integritas milu demi masa depan yang lebih baik pemiluadil pemiluaman pemiludamai https t co fqbpi6uq5t,,neNetralitas asn tni bin dan polri jadi kunci utama untuk pasti proses demokrasi yang adil dan bebas dari intervensi politik mari sama sama jaga integritas milu demi masa depan yang lebih baik pemiluadil pemiluaman pemiludamai https t co fqbpi6uq5t,22,Positif
"Selesai juga semua debat, kesimpulannya pak @aniesbaswedan dan pak @cakimiNOW yang akan sy coblos di pemilu ke 2 saya ini ☝️",selesai juga semua debat  kesimpulannya pak  aniesbaswedan dan pak  cakiminow yang akan sy coblos di pemilu ke 2 saya ini   ,selesai juga semua debat simpul pak aniesbaswedan dan pak cakiminow yang akan sy coblos di milu ke 2 saya ini,,selesai juga semua debat simpul pak aniesbaswedan dan pak cakiminow yang akan sy coblos di milu ke 2 saya ini,2,Positif
"Indonesia itu Bhinneka Tunggal Ika dan Pemilu adalah hak masing-masing rakyat, gak usah marah kalau orang tua kalian pilihan presiden nya beda, lihatlah Anang, Ashanty dan Krisdayanti berjuang untuk 03 dan Atta, Aurel menangkan 02  mereka tetap Indonesia  Debat Capres ✊",indonesia itu bhinneka tunggal ika dan pemilu adalah hak masing masing rakyat  gak usah marah kalau orang tua kalian pilihan presiden nya beda  lihatlah anang  ashanty dan krisdayanti berjuang untuk 03 dan atta  aurel menangkan 02  mereka tetap indonesia  debat capres  ,indonesia itu bhinneka tunggal ika dan milu adalah hak masing masing rakyat gak usah marah kalau orang tua kalian pilih presiden nya beda lihat anang ashanty dan krisdayanti juang untuk 03 dan atta aurel menang 02 mereka tetap indonesia debat capres,,indonesia itu bhinneka tunggal ika dan milu adalah hak masing masing rakyat gak usah marah kalau orang tua kalian pilih presiden nya beda lihat anang ashanty dan krisdayanti juang untuk 03 dan atta aurel menang 02 mereka tetap indonesia debat capres,-2,Negatif
"Debat terakhir beres,..... Balik lagi ke hati selera kita masing-masing..... Suara anda yang menentukanya.... Mari ciptakan pemilu damai, dan kondusif.",debat terakhir beres       balik lagi ke hati selera kita masing masing      suara anda yang menentukanya     mari ciptakan pemilu damai  dan kondusif ,debat akhir beres balik lagi ke hati selera kita masing masing suara anda yang menentukanya mari cipta milu damai dan kondusif,,debat akhir beres balik lagi ke hati selera kita masing masing suara anda yang menentukanya mari cipta milu damai dan kondusif,0,Netral
ini milih siapa besokk pemilu bjrottttt,ini milih siapa besokk pemilu bjrottttt,ini milih siapa besokk milu bjrottttt,,ini milih siapa besokk milu bjrottttt,-2,Negatif
h-10 pemilu tp aku ttp bingung milih sopo😔,h 10 pemilu tp aku ttp bingung milih sopo ,h 10 milu tp aku ttp bingung milih sopo,,h 10 milu tp aku ttp bingung milih sopo,2,Positif
Dahlah cape. Pemilu ga serius blas 😭😭😭,dahlah cape  pemilu ga serius blas    ,dah cape milu ga serius blas,,dah cape milu ga serius blas,-16,Negatif
"@marlina_idha @aniesbaswedan Pada Pemilu 2004,. pak Anis sebagai moderator debat antara pak SBY vs Mega vs Wiranto  Pada Pemilu 2024., kali ini beliau sebagai peserta debat capres, dan insyaAlah nanti akan serah terima kunci pintu istana dengan Pak Jokowi  2004 &amp  2024 Angka hoki Pak @aniesbaswedan ..AM  1  N", marlina idha  aniesbaswedan pada pemilu 2004   pak anis sebagai moderator debat antara pak sby vs mega vs wiranto  pada pemilu 2024   kali ini beliau sebagai peserta debat capres  dan insyaalah nanti akan serah terima kunci pintu istana dengan pak jokowi  2004  amp  2024 angka hoki pak  aniesbaswedan   am  1  n,marlina idha aniesbaswedan pada milu 2004 pak anis bagai moderator debat antara pak sby vs mega vs wiranto pada milu 2024 kali ini beliau bagai serta debat capres dan insyaalah nanti akan serah terima kunci pintu istana dengan pak jokowi 2004 amp 2024 angka hoki pak aniesbaswedan am 1 n,,marlina idha aniesbaswedan pada milu 2004 pak anis bagai moderator debat antara pak sby vs mega vs wiranto pada milu 2024 kali ini beliau bagai serta debat capres dan insyaalah nanti akan serah terima kunci pintu istana dengan pak jokowi 2004 amp 2024 angka hoki pak aniesbaswedan am 1 n,14,Positif
"Can you imagine, kalau seandainya pemilu adalah sandiwara yang telah disetting sedemikian rupa mulai dari aktor/aktrisnya hingga alur cerita sampai 5 tahun kedepan. Dalang dan wayang bermain peran, dan rakyat hanyalah penonton.",can you imagine  kalau seandainya pemilu adalah sandiwara yang telah disetting sedemikian rupa mulai dari aktor aktrisnya hingga alur cerita sampai 5 tahun kedepan  dalang dan wayang bermain peran  dan rakyat hanyalah penonton ,can you imagine kalau anda milu adalah sandiwara yang telah disetting demikian rupa mulai dari aktor aktris hingga alur cerita sampai 5 tahun depan dalang dan wayang main peran dan rakyat hanya tonton,,can you imagine kalau anda milu adalah sandiwara yang telah disetting demikian rupa mulai dari aktor aktris hingga alur cerita sampai 5 tahun depan dalang dan wayang main peran dan rakyat hanya tonton,-18,Negatif
@collegemenfess jadi buzzer di next pemilu, collegemenfess jadi buzzer di next pemilu,collegemenfess jadi buzzer di next milu,,collegemenfess jadi buzzer di next milu,-2,Negatif
Jaga NeNetralitas ASN TNI-POLRI untuk Pemilu Sejuk Dan Damai https://t.co/EWGxQ83R0T,jaga neNetralitas asn tni polri untuk pemilu sejuk dan damai https   t co ewgxq83r0t,jaga neNetralitas asn tni polri untuk milu sejuk dan damai https t co ewgxq83r0t,,jaga neNetralitas asn tni polri untuk milu sejuk dan damai https t co ewgxq83r0t,2,Positif
"terlepas dari minim ide dan gagasan, debat terakhir ini disuguhkan dengan penuh ketenangan. ini jadi sikap yang cukup bijak untuk menghindari provokasi dan kondisi makin memanas menjelang pemilu. semoga semakin yakin dengan pilihannya guys🤝",terlepas dari minim ide dan gagasan  debat terakhir ini disuguhkan dengan penuh ketenangan  ini jadi sikap yang cukup bijak untuk menghindari provokasi dan kondisi makin memanas menjelang pemilu  semoga semakin yakin dengan pilihannya guys ,lepas dari minim ide dan gagas debat akhir ini suguh dengan penuh tenang ini jadi sikap yang cukup bijak untuk hindar provokasi dan kondisi makin panas jelang milu moga makin yakin dengan pilih guys,,lepas dari minim ide dan gagas debat akhir ini suguh dengan penuh tenang ini jadi sikap yang cukup bijak untuk hindar provokasi dan kondisi makin panas jelang milu moga makin yakin dengan pilih guys,15,Positif
"@koyanikoya @beauliya @xandreanda @stoopidraina Yakan , karna emang gak masuk harganya. Contoh rusun ponkel yang 2 kamar harga 350jtan (Rusun). Sedangkan 3km dari lokasi ada cluster dengan spek sama harga 450 ,(dapet tanah). Rumah DP 0% itu saat masa pemilu , masyarakat taunya ya rumah beserta tanah. Bukan rusun", koyanikoya  beauliya  xandreanda  stoopidraina yakan   karna emang gak masuk harganya  contoh rusun ponkel yang 2 kamar harga 350jtan  rusun   sedangkan 3000m dari lokasi ada cluster dengan spek sama harga 450   dapet tanah   rumah dp 0  itu saat masa pemilu   masyarakat taunya ya rumah beserta tanah  bukan rusun,koyanikoya beauliya xandreanda stoopidraina yakan karna emang gak masuk harga contoh rusun ponkel yang 2 kamar harga 350jtan rusun sedang 3000m dari lokasi ada cluster dengan spek sama harga 450 dapet tanah rumah dp 0 itu saat masa milu masyarakat tau ya rumah serta tanah bukan rusun,,koyanikoya beauliya xandreanda stoopidraina yakan karna emang gak masuk harga contoh rusun ponkel yang 2 kamar harga 350jtan rusun sedang 3000m dari lokasi ada cluster dengan spek sama harga 450 dapet tanah rumah dp 0 itu saat masa milu masyarakat tau ya rumah serta tanah bukan rusun,16,Positif
"Yaa Rabb terimakasih telah menghadirkan beliau sebagai salah satu Capres Pemilu 2024  Mohon sesulit apapun jalan perjuangan ini baginya, semangat perubahan dari setiap kami mnjadi energi beliau untuk terus kuat dan mnjaga amanah atas setiap Harapan 😭",yaa rabb terimakasih telah menghadirkan beliau sebagai salah satu capres pemilu 2024  mohon sesulit apapun jalan perjuangan ini baginya  semangat perubahan dari setiap kami mnjadi energi beliau untuk terus kuat dan mnjaga amanah atas setiap harapan  ,yaa rabb terimakasih telah hadir beliau bagai salah satu capres milu 2024 mohon sulit apa jalan juang ini bagi semangat ubah dari tiap kami mnjadi energi beliau untuk terus kuat dan mnjaga amanah atas tiap harap,,yaa rabb terimakasih telah hadir beliau bagai salah satu capres milu 2024 mohon sulit apa jalan juang ini bagi semangat ubah dari tiap kami mnjadi energi beliau untuk terus kuat dan mnjaga amanah atas tiap harap,10,Positif
Dalam rangka Ops Mantap Brata 2023 - 2024 Polres Banjar melalui Polsek Jajaran bersama Personil TNI serta petugas PPK melakukan patroli dan pengamanan Gudang Logistik Pemilu Tahun 2024. (04/02/2024) https://t.co/KgHMAShXtJ,dalam rangka ops mantap brata 2023   2024 polres banjar melalui polsek jajaran bersama personil tni serta petugas ppk melakukan patroli dan pengamanan gudang logistik pemilu tahun 2024   04 02 2024  https   t co kghmashxtj,dalam rangka ops mantap brata 2023 2024 polres banjar lalu polsek jajar sama personil tni serta tugas ppk laku patroli dan aman gudang logistik milu tahun 2024 04 02 2024 https t co kghmashxtj,,dalam rangka ops mantap brata 2023 2024 polres banjar lalu polsek jajar sama personil tni serta tugas ppk laku patroli dan aman gudang logistik milu tahun 2024 04 02 2024 https t co kghmashxtj,17,Positif
"gue ga seberani org org di bidang politik dan pemilu th ini, cuma AYO SATU SUARA KALIAN BERHARGA YU COBLOS JGN GOLPUT!",gue ga seberani org org di bidang politik dan pemilu th ini  cuma ayo satu suara kalian berharga yu coblos jgn golput ,gue ga berani org org di bidang politik dan milu th ini cuma ayo satu suara kalian harga yu coblos jgn golput,,gue ga berani org org di bidang politik dan milu th ini cuma ayo satu suara kalian harga yu coblos jgn golput,-3,Negatif
"AHY Minta Seluruh Caleg Demokrat Gaspol"" Menangkan Pemilu 2024.. \po  PDemokrat AgusYudhoyono Demokrat Pro Rakyat https://t.co/KlIPuY3Dsl""",ahy minta seluruh caleg demokrat gaspol  menangkan pemilu 2024    po  pdemokrat agusyudhoyono demokrat pro rakyat https   t co klipuy3dsl ,ahy minta seluruh caleg demokrat gaspol menang milu 2024 po pdemokrat agusyudhoyono demokrat pro rakyat https t co klipuy3dsl,,ahy minta seluruh caleg demokrat gaspol menang milu 2024 po pdemokrat agusyudhoyono demokrat pro rakyat https t co klipuy3dsl,1,Positif
"Semangati Caleg Demokrat Sumut Gaspol Menangkan Pemilu 2024, AHY: Jangan Tanggung-tanggung.. uar  AgusYudhoyono PDemokrat Demokrat Pro Rakyat https://t.co/XS04pYMgUh",semangati caleg demokrat sumut gaspol menangkan pemilu 2024  ahy  jangan tanggung tanggung   uar  agusyudhoyono pdemokrat demokrat pro rakyat https   t co xs04pymguh,semangat caleg demokrat sumut gaspol menang milu 2024 ahy jangan tanggung tanggung uar agusyudhoyono pdemokrat demokrat pro rakyat https t co xs04pymguh,,semangat caleg demokrat sumut gaspol menang milu 2024 ahy jangan tanggung tanggung uar agusyudhoyono pdemokrat demokrat pro rakyat https t co xs04pymguh,-3,Negatif
@aMrazing for real sebelum pemilu ini gw cuma mengasosiasikan nama beliau dengan 212, amrazing for real sebelum pemilu ini gw cuma mengasosiasikan nama beliau dengan 212,amrazing for real belum milu ini gw cuma asosiasi nama beliau dengan 212,,amrazing for real belum milu ini gw cuma asosiasi nama beliau dengan 212,-5,Negatif
"Semangati Caleg Demokrat Sumut Gaspol Menangkan Pemilu 2024, AHY: Jangan Tanggung-tanggung.. owe  AgusYudhoyono PDemokrat Demokrat Pro Rakyat https://t.co/XS04pYMgUh",semangati caleg demokrat sumut gaspol menangkan pemilu 2024  ahy  jangan tanggung tanggung   owe  agusyudhoyono pdemokrat demokrat pro rakyat https   t co xs04pymguh,semangat caleg demokrat sumut gaspol menang milu 2024 ahy jangan tanggung tanggung owe agusyudhoyono pdemokrat demokrat pro rakyat https t co xs04pymguh,,semangat caleg demokrat sumut gaspol menang milu 2024 ahy jangan tanggung tanggung owe agusyudhoyono pdemokrat demokrat pro rakyat https t co xs04pymguh,0,Netral
"Demokrat Sergai, S14P dan Solid Untuk Menang Pemilu 2024.. a^x  PDemokrat AgusYudhoyono Demokrat Pro Rakyat https://t.co/PXPQBuTDED",demokrat sergai  s14p dan solid untuk menang pemilu 2024   a x  pdemokrat agusyudhoyono demokrat pro rakyat https   t co pxpqbutded,demokrat sergai s14p dan solid untuk menang milu 2024 a x pdemokrat agusyudhoyono demokrat pro rakyat https t co pxpqbutded,,demokrat sergai s14p dan solid untuk menang milu 2024 a x pdemokrat agusyudhoyono demokrat pro rakyat https t co pxpqbutded,4,Positif
Pemilu yang Aman dan Damai Merupakan Wujud Bahwa Indonesia Adalah Negara Yang Telah Dewasa Dalam Berdemokrasi https://t.co/l8WMRhorVt,pemilu yang aman dan damai merupakan wujud bahwa indonesia adalah negara yang telah dewasa dalam berdemokrasi https   t co l8wmrhorvt,milu yang aman dan damai rupa wujud bahwa indonesia adalah negara yang telah dewasa dalam demokrasi https t co l8wmrhorvt,,milu yang aman dan damai rupa wujud bahwa indonesia adalah negara yang telah dewasa dalam demokrasi https t co l8wmrhorvt,16,Positif
"NeNetralitas ASN, TNI, BIN, dan Polri menjadi kunci utama untuk memastikan proses demokrasi yang adil dan bebas dari intervensi politik. Mari bersama-sama menjaga integritas pemilu demi masa depan yang lebih baik. #PemiluAdil #pemiluaman #PemiluDamai https://t.co/mA2NoQCC9d",neNetralitas asn  tni  bin  dan polri menjadi kunci utama untuk memastikan proses demokrasi yang adil dan bebas dari intervensi politik  mari bersama sama menjaga integritas pemilu demi masa depan yang lebih baik   pemiluadil  pemiluaman  pemiludamai https   t co ma2noqcc9d,neNetralitas asn tni bin dan polri jadi kunci utama untuk pasti proses demokrasi yang adil dan bebas dari intervensi politik mari sama sama jaga integritas milu demi masa depan yang lebih baik pemiluadil pemiluaman pemiludamai https t co ma2noqcc9d,,neNetralitas asn tni bin dan polri jadi kunci utama untuk pasti proses demokrasi yang adil dan bebas dari intervensi politik mari sama sama jaga integritas milu demi masa depan yang lebih baik pemiluadil pemiluaman pemiludamai https t co ma2noqcc9d,22,Positif
PSI optimis peroleh 7 persen suara dan lolos ke DPR di Pemilu 2024 https://t.co/Gp0Qgt9EbY,psi optimis peroleh 7 persen suara dan lolos ke dpr di pemilu 2024 https   t co gp0qgt9eby,psi optimis oleh 7 persen suara dan lolos ke dpr di milu 2024 https t co gp0qgt9eby,,psi optimis oleh 7 persen suara dan lolos ke dpr di milu 2024 https t co gp0qgt9eby,-3,Negatif
